background/signal,pT GeV,mass GeV,width,ptD,#of constituents
0,30.394,1.408,0.044,0.736,2
1,49.038,4.755,0.049,0.933,3
0,27.337,3.222,0.116,0.694,3
0,25.656,3.102,0.118,0.646,3
0,24.628,0.0,0.0,1.0,1
1,24.178,0.0,0.0,1.0,1
1,61.075,5.86,0.081,0.737,3
1,75.605,9.834,0.124,0.651,3
0,41.668,8.754,0.2,0.44,7
0,22.73,4.126,0.156,0.394,9
0,26.272,3.946,0.136,0.592,6
0,31.398,0.0,0.0,1.0,1
1,35.925,3.149,0.077,0.549,4
1,92.301,13.131,0.108,0.566,4
1,109.387,22.072,0.174,0.573,4
1,34.178,3.503,0.049,0.908,3
1,81.781,13.626,0.157,0.477,7
1,28.107,1.807,0.055,0.797,2
0,23.728,4.659,0.177,0.56,6
0,27.556,5.018,0.171,0.626,4
0,20.537,2.604,0.119,0.598,3
1,39.524,5.428,0.096,0.84,5
1,89.621,10.002,0.111,0.709,2
1,21.261,0.0,0.0,1.0,1
1,148.189,17.606,0.09,0.556,13
0,23.002,4.086,0.172,0.683,3
1,113.482,20.337,0.152,0.458,13
0,45.374,4.294,0.083,0.591,3
0,24.135,3.32,0.136,0.713,2
1,33.467,2.581,0.074,0.734,3
0,20.087,3.803,0.187,0.586,4
0,35.109,4.643,0.123,0.675,3
1,72.98,10.547,0.131,0.713,3
1,76.154,7.927,0.094,0.566,4
1,36.677,4.006,0.1,0.676,4
1,118.034,10.344,0.06,0.665,5
1,170.143,14.055,0.045,0.726,5
0,31.788,4.37,0.131,0.474,6
1,201.616,0.0,0.0,1.0,2
1,36.888,6.76,0.181,0.709,2
0,26.05,1.182,0.037,0.812,2
1,20.447,0.0,0.0,1.0,1
1,172.239,26.683,0.096,0.618,17
0,21.217,3.753,0.174,0.712,2
0,81.73,5.015,0.023,0.797,3
0,20.626,4.224,0.195,0.588,4
0,24.012,3.649,0.149,0.664,3
1,65.577,3.084,0.019,0.959,2
0,22.075,0.787,0.036,0.709,3
0,20.994,0.0,0.0,1.0,1
0,51.448,11.049,0.185,0.522,4
0,29.996,5.429,0.171,0.534,4
0,21.982,3.062,0.122,0.61,3
0,21.827,2.167,0.064,0.889,2
0,47.854,10.856,0.214,0.388,11
0,27.515,2.205,0.048,0.907,2
1,113.424,3.888,0.017,0.77,4
1,54.282,6.127,0.082,0.837,6
1,73.889,5.393,0.05,0.583,5
1,114.871,8.981,0.04,0.671,4
1,145.592,4.026,0.021,0.766,3
1,74.952,3.761,0.015,0.979,2
0,22.091,1.587,0.048,0.878,2
0,49.185,9.949,0.186,0.554,4
1,28.516,0.0,0.0,1.0,1
0,43.187,7.102,0.161,0.687,3
0,35.462,1.627,0.014,0.978,2
1,211.818,25.122,0.085,0.65,11
1,132.948,9.203,0.039,0.753,5
0,24.325,3.106,0.106,0.64,6
1,70.484,2.584,0.007,0.991,2
1,51.253,3.755,0.054,0.628,3
0,27.246,4.662,0.166,0.723,2
1,158.9,14.032,0.068,0.652,5
1,87.88,6.86,0.061,0.771,4
1,112.233,10.472,0.07,0.658,6
1,51.348,2.483,0.027,0.912,3
0,61.968,12.771,0.19,0.468,6
1,34.191,0.746,0.02,0.765,2
1,35.326,3.245,0.082,0.692,3
1,86.081,11.843,0.114,0.554,7
0,23.141,2.648,0.108,0.575,4
0,25.495,1.103,0.012,0.982,2
0,50.543,6.329,0.121,0.639,3
0,21.531,2.128,0.049,0.937,2
0,34.344,4.91,0.105,0.618,4
0,21.967,2.949,0.125,0.61,6
1,43.168,4.057,0.067,0.623,4
0,27.12,3.834,0.14,0.707,2
0,22.772,2.384,0.104,0.709,2
1,92.856,7.001,0.029,0.963,5
0,23.927,5.04,0.206,0.561,4
1,28.791,2.458,0.084,0.64,3
1,203.678,21.17,0.05,0.774,4
0,25.137,3.29,0.116,0.719,3
0,23.74,1.657,0.027,0.962,2
1,71.68,7.533,0.088,0.597,5
1,36.018,2.735,0.048,0.864,3
0,26.655,3.577,0.103,0.839,2
0,25.578,3.271,0.124,0.598,3
1,72.606,8.093,0.077,0.574,4
0,34.376,6.784,0.189,0.5,5
1,282.917,13.328,0.027,0.879,4
0,34.144,4.918,0.111,0.813,3
1,66.717,12.136,0.175,0.532,4
0,20.033,3.248,0.144,0.582,4
1,108.458,12.333,0.072,0.888,3
0,22.347,2.66,0.082,0.632,6
0,25.794,4.403,0.152,0.518,6
1,50.248,9.066,0.156,0.591,4
0,36.639,5.139,0.122,0.599,3
0,24.915,4.62,0.183,0.576,4
1,93.372,7.402,0.042,0.662,5
0,44.495,4.278,0.077,0.653,3
0,22.232,2.204,0.068,0.875,3
1,129.97,0.0,0.0,1.0,1
0,23.378,4.291,0.181,0.713,2
1,141.342,11.182,0.052,0.78,4
1,36.337,5.14,0.119,0.715,7
0,50.132,7.368,0.105,0.619,5
1,124.616,7.289,0.053,0.765,3
1,101.787,0.0,0.0,1.0,1
0,23.732,0.0,0.0,1.0,3
0,21.382,2.366,0.093,0.665,3
0,22.232,3.442,0.132,0.485,7
1,192.236,25.115,0.087,0.57,6
0,21.84,2.276,0.093,0.693,3
1,156.193,26.166,0.143,0.65,8
0,25.351,4.382,0.168,0.582,3
1,40.153,4.658,0.086,0.849,2
1,44.893,10.812,0.227,0.515,10
0,21.39,1.773,0.059,0.863,3
1,25.069,0.0,0.0,1.0,1
1,152.657,16.766,0.074,0.863,4
1,55.661,2.625,0.014,0.966,3
0,70.531,14.145,0.163,0.552,6
1,86.565,8.786,0.064,0.643,4
0,20.214,1.689,0.064,0.842,2
1,21.427,0.0,0.0,1.0,1
1,204.15,7.408,0.007,0.977,3
1,70.994,7.408,0.057,0.715,4
0,36.138,5.035,0.126,0.594,3
0,20.86,3.847,0.174,0.608,5
0,39.336,3.535,0.08,0.586,3
0,23.128,3.579,0.134,0.615,4
0,26.887,4.566,0.152,0.772,2
1,197.138,3.061,0.011,0.866,2
0,39.054,4.922,0.094,0.842,4
0,29.02,5.7,0.166,0.621,3
0,49.972,7.293,0.114,0.528,9
0,56.314,8.383,0.144,0.512,4
0,29.4,5.816,0.161,0.587,5
0,22.466,4.239,0.176,0.428,14
0,24.618,0.0,0.0,1.0,1
0,41.343,2.644,0.056,0.786,2
0,23.88,3.385,0.139,0.582,3
1,104.675,5.916,0.019,0.683,4
1,79.197,1.228,0.008,0.93,2
0,151.546,3.396,0.003,0.994,2
0,26.989,4.8,0.169,0.688,3
1,29.055,1.792,0.042,0.738,5
0,21.662,2.62,0.112,0.712,3
1,153.69,5.152,0.017,0.839,3
1,61.492,6.726,0.089,0.71,4
0,76.907,16.293,0.195,0.426,7
1,46.038,2.213,0.021,0.943,4
0,23.727,5.245,0.204,0.475,11
0,60.126,5.883,0.076,0.607,5
