background/signal,pT GeV,y,mass GeV,width,ptD,#of constituents
 0,    24.713,    -1.307,     5.679,     0.217,     0.383,   12
 0,    31.475,     1.237,     6.002,     0.167,     0.427,    8
 0,    22.034,    -2.919,     2.949,     0.110,     0.812,    2
 1,   211.927,     0.691,    19.638,     0.050,     0.845,   14
 1,    86.674,     3.941,     1.860,     0.005,     0.983,    2
 1,    75.664,    -4.284,     0.000,     0.000,     1.000,    1
 0,    38.297,    -0.659,     8.338,     0.201,     0.313,   17
 0,    26.925,     1.330,     5.240,     0.172,     0.344,   13
 0,    45.915,    -4.377,     5.091,     0.081,     0.853,    2
 0,    21.705,    -1.033,     3.421,     0.140,     0.624,    6
 0,    23.444,    -0.218,     4.928,     0.187,     0.343,   11
 0,    24.341,     0.243,     3.912,     0.130,     0.473,    8
 0,    20.170,     0.166,     2.512,     0.110,     0.538,    5
 1,  1028.830,    -0.372,    41.446,     0.009,     0.982,    5
 0,   102.088,     0.211,    15.381,     0.119,     0.378,   14
 0,    47.574,     2.740,     7.526,     0.146,     0.603,    7
 0,    31.281,    -0.245,     5.131,     0.108,     0.435,   12
 0,    25.501,    -1.838,     5.766,     0.196,     0.311,   18
 0,    21.729,    -0.448,     5.060,     0.213,     0.314,   14
 1,    22.254,    -2.468,     4.322,     0.174,     0.347,   16
 0,    22.552,    -0.398,     3.697,     0.143,     0.387,    8
 0,    25.714,     0.389,     5.846,     0.215,     0.387,    9
 0,    24.435,     1.144,     2.805,     0.097,     0.605,    6
 0,    21.997,    -2.808,     4.508,     0.187,     0.492,    5
 0,    21.955,    -4.368,     3.361,     0.149,     0.723,    2
 0,    66.441,    -0.704,    16.256,     0.220,     0.312,   16
 0,    61.968,    -2.768,    12.771,     0.190,     0.468,    6
 0,    21.838,     2.144,     5.407,     0.223,     0.260,   24
 1,    54.327,    -4.231,     0.000,     0.000,     1.000,    1
 0,    32.345,     0.425,     6.998,     0.198,     0.289,   16
 0,    49.619,    -3.888,     8.977,     0.171,     0.664,    3
 0,    24.156,     1.181,     4.971,     0.187,     0.369,   12
 1,    37.214,     3.461,     7.414,     0.193,     0.634,    4
 0,    22.975,     2.832,     2.736,     0.083,     0.625,    5
 0,    21.407,    -4.338,     0.000,     0.000,     1.000,    1
 0,    20.642,     3.746,     2.159,     0.104,     0.710,    2
 1,   571.225,    -0.000,    27.680,     0.016,     0.960,    9
 0,    50.214,     2.828,     3.193,     0.035,     0.828,    3
 0,    37.488,    -0.543,     8.056,     0.183,     0.413,   12
 0,    31.123,     1.172,     5.628,     0.158,     0.392,   13
 1,    44.396,     3.684,     8.028,     0.143,     0.599,    3
 0,    27.043,     2.949,     4.893,     0.170,     0.537,    4
 0,    20.849,     0.374,     3.887,     0.172,     0.375,   13
 0,   442.070,    -1.409,    20.867,     0.015,     0.893,   11
 0,   259.498,     0.516,    16.594,     0.019,     0.926,    9
 1,    56.655,     2.990,     6.253,     0.096,     0.614,    3
 0,    40.063,    -1.296,     6.402,     0.138,     0.714,    7
 1,    53.175,    -3.335,     9.578,     0.160,     0.677,    3
 0,    20.912,     0.959,     4.081,     0.180,     0.485,    7
 0,    24.742,    -3.784,     3.895,     0.146,     0.750,    2
 1,   702.607,     1.337,    11.414,     0.003,     0.981,    3
 1,    41.726,    -3.132,     0.000,     0.000,     1.000,    1
 1,    40.485,     3.510,     0.000,     0.000,     1.000,    1
 0,    26.318,     1.358,     4.503,     0.143,     0.413,   12
 0,    27.830,     0.404,     5.141,     0.157,     0.441,    8
 0,    22.604,    -4.308,     0.000,     0.000,     1.000,    1
 1,   114.368,    -2.694,     2.644,     0.003,     0.995,    2
 1,    52.519,     3.377,     6.868,     0.095,     0.807,    3
 0,    23.347,    -0.364,     4.709,     0.175,     0.428,    9
 0,    22.040,    -0.314,     4.790,     0.202,     0.311,   15
 1,    30.324,    -3.843,     0.000,     0.000,     1.000,    1
 1,    22.465,     3.093,     0.220,     0.007,     0.878,    2
 1,    52.498,    -4.082,     0.000,     0.000,     1.000,    1
 0,    37.497,     1.114,     9.471,     0.237,     0.339,   13
 0,    50.333,     4.342,     6.900,     0.113,     0.811,    2
 0,    32.388,    -0.565,     6.714,     0.189,     0.336,   12
 0,    21.319,    -1.132,     2.944,     0.120,     0.487,    6
 0,    31.997,     0.928,     7.723,     0.223,     0.409,    8
 0,    28.039,     0.076,     5.737,     0.195,     0.492,    5
 0,    32.171,    -2.992,     5.633,     0.162,     0.751,    2
 1,   161.747,    -2.792,     9.361,     0.030,     0.701,    3
 1,   149.563,     0.222,    17.491,     0.066,     0.794,   10
 0,    33.706,    -0.549,     7.439,     0.180,     0.370,   13
 0,    24.297,     1.377,     5.534,     0.216,     0.467,   11
 0,    34.815,     0.018,     6.996,     0.154,     0.574,    7
 0,    27.752,     0.331,     4.843,     0.145,     0.427,    8
 1,    32.382,     4.108,     0.000,     0.000,     1.000,    1
 0,    25.567,     0.007,     5.194,     0.187,     0.411,    7
 0,   458.229,     1.628,    25.082,     0.014,     0.964,    9
 1,    79.035,    -3.241,    12.197,     0.120,     0.515,    5
 0,    45.594,    -0.186,     9.815,     0.187,     0.390,   13
 0,    25.101,     2.114,     5.638,     0.199,     0.256,   26
 0,    32.423,     1.023,     5.965,     0.165,     0.392,   15
 0,    44.278,     4.167,     0.000,     0.000,     1.000,    1
 0,    33.743,     0.297,     7.690,     0.216,     0.411,    7
 0,    22.479,    -0.738,     3.558,     0.140,     0.451,    8
 0,    26.923,     0.309,     5.269,     0.181,     0.380,    8
 0,    26.402,    -0.083,     5.432,     0.177,     0.445,    7
 0,   105.953,    -0.236,     3.943,     0.007,     0.970,    4
 1,    39.342,     2.984,     0.000,     0.000,     1.000,    1
 0,    21.678,    -1.124,     4.893,     0.214,     0.424,   12
 1,    20.397,    -4.062,     0.000,     0.000,     1.000,    1
 1,   515.446,    -0.452,    20.467,     0.008,     0.988,    7
 1,    79.009,    -3.756,     0.000,     0.000,     1.000,    1
 1,    70.289,     3.982,     6.610,     0.045,     0.942,    2
 0,    25.120,     2.222,     5.049,     0.186,     0.290,   17
 0,    27.448,     1.148,     5.351,     0.177,     0.441,   10
 0,    22.084,    -2.320,     4.581,     0.189,     0.335,   12
 1,   351.887,    -0.464,    33.781,     0.049,     0.860,   17
 1,   218.743,     0.771,    23.348,     0.059,     0.868,   11
 1,   186.401,    -2.484,     5.635,     0.013,     0.686,    8
 0,    55.291,     1.120,    12.637,     0.208,     0.285,   18
 0,    53.236,     0.852,     9.016,     0.149,     0.482,   12
 0,    22.123,     0.555,     4.908,     0.201,     0.320,   15
 0,    23.143,     1.102,     4.749,     0.175,     0.368,   13
 0,    29.894,     0.034,     6.459,     0.191,     0.355,   12
 0,    24.289,    -0.245,     5.702,     0.206,     0.375,   10
 0,    22.911,    -3.096,     2.826,     0.089,     0.626,    3
 1,   663.751,     0.573,    21.173,     0.007,     0.983,    4
 1,    75.066,    -3.141,     0.685,     0.003,     0.978,    2
 0,    26.597,    -2.645,     4.088,     0.125,     0.549,    8
 0,    32.816,     0.214,     6.496,     0.187,     0.398,    9
 0,    26.345,    -1.143,     3.484,     0.104,     0.705,    5
 1,   699.048,    -1.283,    15.492,     0.004,     0.982,    4
 1,    39.546,     4.245,     6.582,     0.147,     0.755,    3
 0,    22.956,     0.325,     4.475,     0.166,     0.422,    8
 0,    22.588,     0.347,     4.921,     0.206,     0.416,    8
 0,    21.470,     0.243,     4.638,     0.194,     0.409,    7
 1,    62.346,    -2.710,     7.459,     0.096,     0.570,    5
 1,    48.176,     3.530,     6.151,     0.086,     0.868,    3
 0,    35.286,     0.465,     7.559,     0.197,     0.333,   14
 0,    22.369,     1.221,     5.065,     0.215,     0.335,   11
 1,   120.753,     2.262,    11.914,     0.039,     0.880,   13
 1,    37.940,    -2.240,     2.593,     0.034,     0.909,    6
 1,   263.898,     0.664,    18.812,     0.024,     0.923,    9
 1,   128.480,    -3.657,     0.000,     0.000,     1.000,    1
 0,    75.534,    -3.032,    13.548,     0.173,     0.457,    5
 0,    44.848,    -0.020,    10.990,     0.228,     0.375,   10
 0,    25.509,     0.569,     6.540,     0.232,     0.345,   12
 0,    21.211,    -1.186,     3.330,     0.132,     0.636,    5
 0,    30.351,     2.764,     4.532,     0.137,     0.613,    4
 0,    28.483,     0.054,     6.105,     0.198,     0.402,   10
 0,    20.180,    -3.395,     0.000,     0.000,     1.000,    1
 0,    23.217,    -4.350,     0.000,     0.000,     1.000,    1
 1,   329.530,     1.860,    20.107,     0.025,     0.895,    8
 1,   186.500,    -1.432,    13.631,     0.026,     0.778,    7
 0,    27.832,    -1.028,     5.079,     0.145,     0.363,   12
 1,    40.630,    -4.143,     0.000,     0.000,     1.000,    1
 0,    30.200,    -0.265,     5.409,     0.166,     0.637,    5
 1,   501.624,     1.402,    28.876,     0.023,     0.867,    7
 0,    50.113,    -0.528,     9.706,     0.165,     0.313,   12
 1,    55.257,    -3.680,     0.000,     0.000,     1.000,    1
 0,    34.586,    -0.897,     7.155,     0.191,     0.372,   12
 0,    22.886,    -0.906,     5.780,     0.237,     0.313,   13
 0,    25.397,     1.204,     3.924,     0.113,     0.550,    8
 0,    32.317,     0.021,     6.527,     0.185,     0.488,   11
 0,    22.991,     3.573,     3.117,     0.116,     0.795,    2
 0,   189.101,     0.842,    16.165,     0.035,     0.746,   14
 1,   101.787,    -3.061,     0.000,     0.000,     1.000,    1
 0,    24.767,     0.274,     5.165,     0.190,     0.355,   11
 0,    21.344,     2.450,     5.134,     0.229,     0.316,   16
 0,    22.991,     2.655,     3.998,     0.152,     0.553,    5
 0,    24.860,    -0.329,     5.478,     0.174,     0.522,    6
 1,   748.434,    -0.903,    36.203,     0.013,     0.956,   11
 0,    22.486,    -0.843,     4.799,     0.193,     0.339,   11
 0,    20.923,     0.114,     4.790,     0.198,     0.335,   13
 1,    41.058,    -3.152,     1.769,     0.039,     0.764,    3
 0,    20.809,     0.651,     4.571,     0.209,     0.400,    8
 0,    36.020,     4.272,     0.000,     0.000,     1.000,    1
 0,    33.640,     3.833,     0.000,     0.000,     1.000,    1
 1,    23.346,     3.369,     3.458,     0.143,     0.727,    2
 0,    63.170,     0.731,    12.603,     0.164,     0.333,   15
 0,    82.409,     3.988,     0.000,     0.000,     1.000,    1
 0,    78.747,     3.911,     0.000,     0.000,     1.000,    1
 0,    46.463,    -2.716,     4.616,     0.053,     0.736,    5
 0,    44.084,     3.693,     9.327,     0.203,     0.628,    3
 0,    28.831,     2.381,     5.443,     0.162,     0.306,   17
 0,    20.082,     1.192,     4.173,     0.163,     0.528,   12
 0,    20.853,    -1.059,     4.665,     0.185,     0.475,    8
 0,    26.693,     3.033,     0.000,     0.000,     1.000,    1
 0,    22.107,    -4.167,     0.000,     0.000,     1.000,    1
 0,    20.273,     4.352,     1.132,     0.039,     0.869,    2
 1,    48.123,     3.052,     3.046,     0.035,     0.786,    3
 0,    32.798,    -0.544,     8.050,     0.226,     0.293,   15
 1,    41.302,    -4.345,     0.000,     0.000,     1.000,    1
 0,    25.999,    -0.063,     5.397,     0.176,     0.364,   10
 0,    21.072,     1.413,     4.594,     0.200,     0.359,   10
 1,   813.121,     0.094,    33.675,     0.008,     0.984,    6
 1,    63.289,    -3.993,     0.000,     0.000,     1.000,    1
 0,    27.538,     0.996,     5.654,     0.168,     0.467,   12
 0,    53.303,     3.802,     9.607,     0.170,     0.740,    2
 0,    37.184,     4.351,     6.024,     0.137,     0.802,    2
 0,    36.082,    -4.228,     3.624,     0.070,     0.867,    2
 0,    32.913,     3.834,     3.850,     0.113,     0.725,    2
 0,    20.198,    -1.136,     3.981,     0.166,     0.470,    7
 0,    23.991,     3.228,     4.838,     0.181,     0.578,    4
 0,    22.787,    -3.725,     0.000,     0.000,     1.000,    1
 0,    20.107,    -4.217,     0.000,     0.000,     1.000,    1
 1,   108.697,    -1.566,     7.070,     0.030,     0.933,    4
 0,    35.724,     0.295,     7.590,     0.189,     0.357,   13
 0,    24.381,     0.583,     5.322,     0.187,     0.375,    9
 1,    32.575,    -3.504,     0.000,     0.000,     1.000,    1
 0,    20.705,    -3.067,     1.401,     0.067,     0.714,    2
 0,    49.689,    -0.138,     9.216,     0.158,     0.507,    9
 0,    33.828,     0.559,     7.575,     0.196,     0.318,   13
 0,    33.320,    -0.360,     7.283,     0.203,     0.412,   10
 0,    41.871,     0.144,     9.104,     0.196,     0.370,   10
 0,    23.156,    -0.981,     4.659,     0.182,     0.365,   10
 0,    22.015,    -0.373,     4.736,     0.191,     0.364,   12
 0,    20.629,     0.582,     3.422,     0.132,     0.513,    8
 0,    23.933,    -4.193,     0.000,     0.000,     1.000,    1
 0,    20.928,     0.128,     4.541,     0.194,     0.467,    6
 1,  1057.508,    -0.092,    48.066,     0.008,     0.983,    6
 1,   103.345,     0.520,    10.486,     0.051,     0.831,    9
 0,    38.111,    -1.098,     7.878,     0.184,     0.442,   12
 0,    41.430,    -1.710,     8.569,     0.184,     0.294,   20
 0,    22.649,    -0.049,     6.304,     0.263,     0.334,   11
 1,    35.629,     3.866,     0.000,     0.000,     1.000,    1
 0,    24.990,    -3.662,     3.293,     0.118,     0.774,    2
 1,   273.349,    -0.708,    21.705,     0.030,     0.912,    9
 1,   212.667,     1.785,    13.174,     0.023,     0.935,    8
 0,    45.587,    -1.142,     8.549,     0.170,     0.547,   11
 0,    23.626,     0.630,     5.058,     0.202,     0.345,   12
 1,    43.116,    -3.330,     3.396,     0.078,     0.630,    3
 0,    44.126,     3.788,     3.731,     0.069,     0.814,    2
 0,   430.564,     0.028,    19.142,     0.010,     0.983,    4
 0,    76.845,     0.868,     9.857,     0.069,     0.846,    6
 0,    22.701,    -1.766,     4.680,     0.192,     0.325,   14
 0,    39.805,     0.045,     8.411,     0.183,     0.384,   12
 0,    37.719,    -4.084,     0.000,     0.000,     1.000,    1
 0,    26.456,     2.518,     5.654,     0.189,     0.413,   12
 0,    21.275,     0.293,     4.354,     0.192,     0.340,   11
 0,    26.566,    -0.649,     6.701,     0.234,     0.349,   10
 0,    24.628,     2.830,     0.000,     0.000,     1.000,    1
 1,   284.460,    -0.380,    15.727,     0.020,     0.942,    9
 0,    79.944,    -0.114,     8.197,     0.070,     0.719,    8
 1,    61.960,     3.649,    10.110,     0.148,     0.656,    3
 0,    44.565,     1.200,     9.372,     0.177,     0.396,   13
 0,    26.946,    -0.960,     5.656,     0.182,     0.504,   12
 0,    23.273,     0.554,     4.647,     0.175,     0.477,   10
 0,    36.316,     2.845,     5.310,     0.126,     0.716,    3
 0,    30.689,     4.170,     0.000,     0.000,     1.000,    1
 1,   136.909,     0.114,    12.427,     0.043,     0.893,    9
 1,    87.736,     2.572,    10.447,     0.099,     0.570,    9
 0,    20.923,    -1.005,     5.438,     0.244,     0.274,   18
 0,    20.108,     0.889,     4.306,     0.198,     0.406,   10
 0,    30.849,    -3.907,     0.000,     0.000,     1.000,    1
 0,    24.210,    -0.138,     4.527,     0.162,     0.437,    7
 0,    25.511,    -2.833,     0.580,     0.021,     0.746,    2
 1,   600.678,     0.212,    24.815,     0.006,     0.984,    4
 1,   115.136,    -3.554,     6.871,     0.024,     0.959,    2
 0,    28.821,     0.752,     6.036,     0.183,     0.352,   16
 0,    25.696,     2.071,     3.616,     0.125,     0.353,   14
 0,    22.629,    -0.997,     4.674,     0.173,     0.649,    6
 0,    24.790,    -0.214,     5.792,     0.195,     0.370,   11
 1,   844.831,     0.063,    39.561,     0.010,     0.976,   11
 1,    53.489,     3.474,     9.046,     0.129,     0.767,    3
 0,    49.121,    -4.291,     0.000,     0.000,     1.000,    1
 0,    21.721,     0.092,     5.369,     0.231,     0.356,   12
 0,    26.303,     1.024,     4.909,     0.155,     0.466,    8
 1,   484.184,     0.265,    13.229,     0.003,     0.990,    4
 1,    80.563,    -4.192,     0.000,     0.000,     1.000,    1
 0,    27.842,    -0.464,     6.814,     0.204,     0.387,   10
 1,   342.216,     1.584,    17.860,     0.012,     0.944,    9
 1,    61.164,    -2.920,     4.059,     0.053,     0.712,    3
 1,    36.929,     2.669,     2.294,     0.042,     0.870,    3
 0,    41.788,     0.070,     7.870,     0.161,     0.293,   15
 0,    30.610,    -1.073,     6.340,     0.196,     0.359,   13
 0,    26.486,    -2.323,     2.687,     0.063,     0.505,    6
 0,    31.671,     0.245,     4.864,     0.131,     0.432,    8
 0,    21.245,     0.195,     3.450,     0.149,     0.453,    8
 1,   167.030,    -1.042,    16.394,     0.052,     0.874,    9
 0,    58.792,     2.207,     9.342,     0.129,     0.290,   24
 0,    51.455,    -0.415,     7.328,     0.112,     0.410,   12
 0,    38.746,     0.212,     9.179,     0.217,     0.361,   14
 1,    44.147,     3.521,     0.000,     0.000,     1.000,    1
 0,    29.379,    -1.172,     5.329,     0.165,     0.359,   12
 0,    20.046,     1.582,     3.940,     0.179,     0.442,   14
 0,    21.579,    -1.798,     4.260,     0.167,     0.280,   18
 0,    23.724,    -0.955,     3.493,     0.120,     0.434,    9
 0,    23.309,     1.274,     3.376,     0.122,     0.603,    7
 0,    21.805,     1.068,     5.542,     0.229,     0.336,   11
 0,    25.980,     2.202,     5.760,     0.190,     0.265,   26
 0,    34.864,    -0.263,     7.598,     0.203,     0.386,   12
 0,    23.861,     1.039,     5.336,     0.200,     0.334,   14
 0,    30.699,    -0.269,     4.523,     0.139,     0.417,    7
 0,    22.516,    -2.084,     3.251,     0.116,     0.326,   15
 0,    32.932,    -1.167,     3.063,     0.062,     0.840,    6
 0,    40.202,     3.585,     7.828,     0.190,     0.717,    2
 0,    20.732,     1.056,     3.323,     0.108,     0.552,    9
 0,    31.568,    -0.047,     6.776,     0.197,     0.409,    8
 0,    23.426,     3.055,     3.623,     0.130,     0.622,    3
 0,    22.861,     4.339,     0.000,     0.000,     1.000,    1
 1,   100.972,    -3.829,     7.380,     0.030,     0.956,    2
 1,    73.828,     4.412,    12.992,     0.160,     0.762,    2
 0,    43.461,     1.527,     8.060,     0.148,     0.485,   13
 0,    37.532,     0.414,     8.510,     0.206,     0.321,   17
 0,    21.054,    -0.844,     5.092,     0.221,     0.312,   16
 0,    30.052,     2.654,     5.007,     0.163,     0.554,    4
 0,    26.752,     2.959,     2.468,     0.083,     0.769,    2
 0,    20.065,     2.797,     1.337,     0.027,     0.960,    2
 0,   253.832,     0.413,    19.364,     0.050,     0.731,    6
 0,   101.473,    -1.779,    18.742,     0.162,     0.305,   24
 1,    45.055,     2.188,     6.519,     0.108,     0.347,   12
 0,    43.040,    -0.681,     9.596,     0.207,     0.328,   13
 1,  1063.098,    -0.455,    38.515,     0.007,     0.977,    8
 1,   517.611,     0.545,    20.556,     0.009,     0.966,   10
 1,    54.494,     3.735,     5.870,     0.063,     0.910,    2
 0,    24.514,    -1.832,     5.844,     0.219,     0.271,   17
 0,    22.584,    -1.193,     4.676,     0.187,     0.372,   12
 0,    26.834,     0.920,     6.248,     0.205,     0.365,   12
 0,    25.162,     0.094,     5.903,     0.220,     0.427,    7
 1,   636.212,     0.519,    15.323,     0.004,     0.992,    7
 1,    66.914,    -4.275,     0.000,     0.000,     1.000,    1
 0,    24.957,    -1.890,     6.224,     0.226,     0.207,   28
 0,    47.823,     2.704,    10.504,     0.206,     0.478,    8
 0,    24.179,     0.980,     6.141,     0.225,     0.286,   14
 0,    48.019,    -4.070,     0.000,     0.000,     1.000,    1
 0,    29.836,    -1.199,     5.667,     0.175,     0.394,   11
 0,    26.147,    -0.728,     5.625,     0.185,     0.420,   10
 0,    29.909,    -2.854,     4.882,     0.115,     0.669,    5
 0,    34.905,     3.914,     0.000,     0.000,     1.000,    1
 0,    20.907,    -2.764,     1.475,     0.043,     0.733,    3
 0,    22.382,     3.007,     3.479,     0.153,     0.612,    3
 0,    24.461,     3.449,     2.419,     0.076,     0.840,    2
 0,    24.311,     4.363,     0.000,     0.000,     1.000,    1
 0,    22.357,    -3.441,     0.000,     0.000,     1.000,    1
 1,   808.800,    -0.176,    40.522,     0.010,     0.979,    8
 1,   555.620,     0.299,    17.189,     0.005,     0.994,    3
 1,   112.641,    -4.229,     0.000,     0.000,     1.000,    1
 1,    41.451,     4.457,     5.148,     0.097,     0.832,    2
 0,    21.738,     1.889,     5.097,     0.214,     0.293,   15
 0,    25.318,    -4.477,     0.000,     0.000,     1.000,    1
 0,    23.690,    -0.065,     5.400,     0.217,     0.416,    8
 1,   733.308,    -0.127,    28.209,     0.010,     0.979,    5
 1,   178.373,     2.984,    12.244,     0.044,     0.659,    6
 0,    30.746,     0.690,     6.438,     0.193,     0.370,   12
 1,    38.527,    -3.651,     0.000,     0.000,     1.000,    1
 0,    28.753,    -1.110,     7.106,     0.220,     0.355,   12
 1,   178.657,     0.097,    15.203,     0.035,     0.906,    8
 1,   129.057,     2.211,    15.348,     0.084,     0.450,   17
 0,    22.050,    -2.280,     3.725,     0.154,     0.364,   10
 0,    26.199,    -1.063,     4.781,     0.163,     0.510,    8
 1,   712.787,     0.124,    43.029,     0.015,     0.955,   11
 1,   259.489,    -1.262,    20.357,     0.022,     0.937,    8
 1,   230.703,     2.423,    32.465,     0.107,     0.400,   15
 1,   144.519,    -2.713,     8.990,     0.024,     0.781,    6
 0,    60.252,     4.134,     5.623,     0.045,     0.939,    2
 0,    43.372,     4.140,     5.103,     0.116,     0.714,    2
 0,    21.629,    -1.254,     4.485,     0.194,     0.428,   13
 0,    21.360,    -0.171,     2.631,     0.093,     0.830,    3
 0,    20.505,    -3.442,     3.083,     0.129,     0.795,    2
 0,   520.381,     0.369,    29.871,     0.015,     0.972,    7
 0,    22.253,     1.987,     5.024,     0.206,     0.293,   22
 0,    21.071,    -2.471,     4.019,     0.170,     0.371,   11
 1,    41.447,     3.037,     0.595,     0.014,     0.728,    2
 0,    25.792,    -0.700,     5.283,     0.183,     0.413,   10
 0,    24.209,     1.201,     4.074,     0.153,     0.526,    9
 1,    28.594,    -4.205,     0.000,     0.000,     1.000,    1
 1,   655.968,    -1.042,    19.812,     0.005,     0.985,    6
 1,    80.113,     3.012,     9.687,     0.100,     0.759,    3
 0,    81.237,    -0.260,    16.077,     0.173,     0.340,   16
 0,    23.499,    -0.799,     4.902,     0.180,     0.369,   11
 0,    22.091,    -1.385,     3.543,     0.134,     0.485,   11
 0,    26.663,     3.070,     4.375,     0.160,     0.721,    2
 0,    21.346,    -0.001,     4.538,     0.203,     0.414,    8
 0,    20.363,     0.134,     3.881,     0.171,     0.457,    6
 0,   597.563,     1.217,    30.978,     0.022,     0.932,    8
 1,   207.162,     0.012,    11.319,     0.031,     0.767,    7
 1,    64.047,     3.929,     0.000,     0.000,     1.000,    1
 0,    24.648,     0.823,     6.500,     0.244,     0.385,    9
 0,    28.331,    -0.460,     5.754,     0.186,     0.374,   11
 0,    25.664,    -0.444,     4.858,     0.177,     0.381,    9
 1,    30.308,    -3.289,     4.544,     0.117,     0.628,    4
 0,    27.842,     3.906,     5.204,     0.180,     0.707,    3
 1,   192.281,    -1.697,     8.317,     0.011,     0.978,    6
 1,    22.496,     3.764,     3.492,     0.148,     0.733,    2
 1,    21.702,    -3.122,     0.837,     0.029,     0.845,    3
 1,   252.944,    -2.251,    13.322,     0.015,     0.907,   12
 1,   113.147,     3.493,    17.629,     0.128,     0.672,    4
 0,    20.771,    -0.021,     3.914,     0.168,     0.554,    7
 1,   519.222,     0.700,    32.685,     0.019,     0.912,   13
 1,   347.371,    -1.264,    21.278,     0.019,     0.966,    8
 1,    84.341,    -2.216,    13.722,     0.142,     0.283,   23
 0,    20.091,     0.170,     4.438,     0.201,     0.352,   11
 0,    22.816,     0.826,     5.216,     0.216,     0.321,   12
 0,    27.399,     4.295,     5.606,     0.197,     0.604,    3
 0,    21.609,     4.234,     0.000,     0.000,     1.000,    1
 1,    82.802,    -4.274,     5.227,     0.040,     0.896,    2
 0,    65.385,    -0.021,    14.810,     0.201,     0.360,   14
 0,    42.347,     1.858,     7.156,     0.129,     0.357,   21
 0,    40.269,    -0.884,     9.091,     0.208,     0.314,   15
 0,    29.707,    -2.387,     7.134,     0.220,     0.265,   22
 0,    37.632,     1.124,     9.022,     0.206,     0.356,   10
 0,    22.167,     0.841,     5.740,     0.247,     0.329,   11
 0,    33.775,    -1.105,     8.043,     0.223,     0.271,   17
 1,    42.926,     3.121,     2.889,     0.036,     0.928,    2
 0,    28.441,    -1.157,     6.793,     0.225,     0.282,   17
 0,    22.397,     2.445,     4.772,     0.203,     0.425,    9
 0,    24.316,    -0.516,     4.955,     0.178,     0.407,   10
 0,    23.248,    -0.411,     4.172,     0.162,     0.516,    7
 0,    36.134,    -3.739,     0.000,     0.000,     1.000,    1
 0,    20.559,    -0.325,     4.032,     0.175,     0.393,    9
 0,    34.001,     4.423,     5.961,     0.168,     0.732,    2
 0,    32.062,     3.698,     3.937,     0.099,     0.819,    2
 0,    31.427,    -3.685,     6.594,     0.197,     0.542,    4
 0,    28.115,    -2.982,     4.035,     0.142,     0.714,    2
 0,    21.376,    -3.104,     1.839,     0.073,     0.720,    3
 0,    20.656,    -4.481,     3.159,     0.151,     0.711,    2
 1,   258.082,     2.252,    32.400,     0.073,     0.557,   17
 1,    92.394,    -2.267,    11.948,     0.074,     0.771,   11
 1,    74.070,     1.166,     6.904,     0.041,     0.863,    7
 0,    21.365,     2.117,     4.589,     0.192,     0.259,   25
 0,    27.582,     1.352,     4.436,     0.113,     0.652,   10
 0,    23.676,    -0.615,     5.650,     0.223,     0.370,   10
 0,    20.163,    -0.688,     4.608,     0.207,     0.328,   14
 0,    23.404,     0.721,     4.425,     0.172,     0.419,    7
 0,    25.051,    -0.075,     6.870,     0.247,     0.339,   14
 0,    22.625,     4.049,     3.878,     0.168,     0.716,    2
 1,   582.035,     0.614,    27.661,     0.011,     0.964,    9
 0,    40.502,     4.063,     2.040,     0.039,     0.837,    2
 0,    36.531,    -4.053,     0.000,     0.000,     1.000,    1
 0,    28.419,    -0.602,     5.633,     0.183,     0.343,   11
 1,   141.939,    -0.755,     7.094,     0.012,     0.963,    3
 1,    53.003,     3.521,     0.000,     0.000,     1.000,    1
 0,    20.342,    -0.713,     4.507,     0.193,     0.415,    8
 0,    21.436,     1.852,     5.183,     0.215,     0.318,   18
 0,    20.944,    -0.287,     4.616,     0.189,     0.366,   12
 0,    23.079,     1.073,     4.494,     0.173,     0.400,   11
 0,    39.051,    -4.258,     4.435,     0.077,     0.876,    2
 0,    29.885,    -2.854,     4.675,     0.151,     0.624,    3
 1,    26.439,    -4.096,     0.000,     0.000,     1.000,    1
 0,    25.866,     3.594,     0.000,     0.000,     1.000,    1
 1,    23.921,     4.379,     0.000,     0.000,     1.000,    1
 1,  1142.184,     0.415,    32.534,     0.006,     0.966,    8
 1,   780.544,     0.049,    30.757,     0.008,     0.984,    5
 1,    76.034,     4.037,     0.000,     0.000,     1.000,    1
 0,    36.717,     0.693,     5.715,     0.130,     0.515,   10
 0,    23.975,    -1.241,     4.429,     0.161,     0.425,   11
 1,    37.986,    -4.188,     0.000,     0.000,     1.000,    1
 0,    25.271,     1.121,     5.396,     0.189,     0.504,    9
 1,   204.926,     0.883,    14.501,     0.028,     0.940,    7
 1,    41.269,    -3.395,     0.000,     0.000,     1.000,    1
 0,    20.917,    -1.523,     4.671,     0.195,     0.374,   11
 0,    34.015,    -0.823,     4.958,     0.122,     0.575,    7
 0,    21.815,    -0.677,     5.047,     0.223,     0.369,   10
 1,    22.044,     4.180,     0.000,     0.000,     1.000,    1
 1,    67.512,     3.037,     8.894,     0.098,     0.834,    3
 0,    29.350,     0.467,     6.464,     0.199,     0.338,   14
 0,    32.178,     0.780,     4.784,     0.131,     0.381,   12
 1,    41.111,    -3.730,     3.638,     0.040,     0.946,    2
 0,    27.136,    -1.200,     6.597,     0.230,     0.298,   17
 0,    24.917,    -2.699,     3.312,     0.129,     0.726,    2
